image,description,comments,state,UUID
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile194RoadSurface.jpg&v=00608,I-70  194.00 (LV),Road Condition,CO,CO1000506
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile194East5.jpg&v=00608,I-70  194.50 (LV),Traffic is traveling East,CO,CO1000507
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile194West5.jpg&v=00608,I-70  194.50 (LV),Traffic is traveling East,CO,CO1000508
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile194RoadSurface5.jpg&v=00608,I-70  194.50 (LV),Road Conditions,CO,CO1000509
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E195-30-N.jpg&v=00608,CO-91 Copper Mtn,SH91 Looking North,CO,CO1000510
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E195-30-E.jpg&v=00608,CO-91 Copper Mtn,I-70 Looking East,CO,CO1000511
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E195-30-W.jpg&v=00608,CO-91 Copper Mtn,I-70 Looking West,CO,CO1000512
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W195-85-E.jpg&v=00608,0.6 mi E of CO-91,Traffic in lanes on right moving East,CO,CO1000513
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W195-85-W.jpg&v=00608,0.6 mi E of CO-91,Traffic in lanes on right moving West,CO,CO1000514
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile196East.jpg&v=00608,I-70  196.70 (LV),Traffic closest to camera is travelling East,CO,CO1000515
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile196West.jpg&v=00608,I-70  196.70 (LV),Traffic furthest from camera is travelling West,CO,CO1000516
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile196RoadSurface.jpg&v=00608,I-70  196.70 (LV),Road Condition,CO,CO1000517
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W197-55-E.jpg&v=00608,0.4 mi W of Officers Gulch,Looking East,CO,CO1000518
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W197-55-W.jpg&v=00608,0.4 mi W of Officers Gulch,Looking West,CO,CO1000519
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E198-40-E.jpg&v=00608,0.5 mi E of Officers Gulch,Looking East,CO,CO1000520
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E198-40-W.jpg&v=00608,0.5 mi E of Officers Gulch,Looking West,CO,CO1000521
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W198-70-E.jpg&v=00608,0.8 mi E of Officers Gulch,Looking East,CO,CO1000522
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W198-70-W.jpg&v=00608,0.8 mi E of Officers Gulch,Looking West,CO,CO1000523
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile199East.jpg&v=00608,I-70  199.10 (LV),Traffic closest to camera is traveling East,CO,CO1000524
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile199West.jpg&v=00608,I-70  199.10 (LV),Traffic furthest from camera is traveling West,CO,CO1000525
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile199RoadSurface.jpg&v=00608,I-70  199.10 (LV),Road Condition,CO,CO1000526
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W199-55-E.jpg&v=00608,1.3 mi  W of Frisco,Looking East,CO,CO1000527
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W199-55-W.jpg&v=00608,1.3 mi  W of Frisco,Looking West,CO,CO1000528
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E200-65-E.jpg&v=00608,0.2 mi W of Main St,Looking East,CO,CO1000529
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E200-65-W.jpg&v=00608,0.2 mi W of Main St,Looking West,CO,CO1000530
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E201-56-E.jpg&v=00608,0.6 mi E of Main St,Traffic closest to camera is travelling East,CO,CO1000531
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E201-56-W.jpg&v=00608,0.6 mi E of Main St,Traffic furthest from camera is travelling West,CO,CO1000532
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E202-35-E.jpg&v=00608,CO-9 Summit Blvd,Traffic in lanes closest to camera moving East,CO,CO1000533
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E202-35-S.jpg&v=00608,CO-9 Summit Blvd,Traffic closest to camera is traveling South,CO,CO1000534
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E202-35-W.jpg&v=00608,CO-9 Summit Blvd,Traffic in lanes farthest from camera moving West,CO,CO1000535
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E203-30-E.jpg&v=00608,0.9 mi E of CO-9 Summit Blvd,Traffic closest to camera is traveling East,CO,CO1000536
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E203-30-W.jpg&v=00608,0.9 mi E of CO-9 Summit Blvd,Traffic furthest fom camera is traveling West,CO,CO1000537
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70FriscoEast.jpg&v=00608,I-70  1.28 mi E of Exit 203 (LV),Traffic closest to camera traveling East,CO,CO1000538
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70FriscoWest.jpg&v=00608,I-70  1.28 mi E of Exit 203 (LV),Traffic closest to camera traveling East,CO,CO1000539
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70FriscoRoadSurface.jpg&v=00608,I-70  1.28 mi E of Exit 203 (LV),Road Surface,CO,CO1000540
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70SilverthorneEast.jpg&v=00608,I-70  1 mi W of Exit 205 (LV),Traffic closest to camera traveling East,CO,CO1000541
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70SilverthorneWest.jpg&v=00608,I-70  1 mi W of Exit 205 (LV),Traffic closest to camera traveling East,CO,CO1000542
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70SilverthorneRoadSurface.jpg&v=00608,I-70  1 mi W of Exit 205 (LV),Road Surface,CO,CO1000543
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E204-70-E.jpg&v=00608,0.7 mi W of US-6/CO-9,Traffic closest to camera is traveling East,CO,CO1000544
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E204-70-W.jpg&v=00608,0.7 mi W of US-6/CO-9,Traffic farthest from camera is traveling West,CO,CO1000545
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W205-05-E.jpg&v=00608,0.4 mi W of US-6/CO-9,Traffic on the right is traveling East,CO,CO1000546
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W205-05-W.jpg&v=00608,0.4 mi W of US-6/CO-9,Traffic on the right is traveling West,CO,CO1000547
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W205-70-E.jpg&v=00608,0.3 mi E of US-6/CO-9,Traffic farthest from camera is traveling East,CO,CO1000548
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W205-70-W.jpg&v=00608,0.3 mi E of US-6/CO-9,Traffic closest to camera is traveling West,CO,CO1000549
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E206-85-E.jpg&v=00608,1.4 mi E of US-6/CO-9 - CFM,Traffic on the right is traveling East,CO,CO1000550
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E206-85-W.jpg&v=00608,1.4 mi E of US-6/CO-9 - CFM,Traffic on the right is traveling West,CO,CO1000551
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W207-05-E.jpg&v=00608,1.6 mi E of Silverthorne Int,Traffic furthest from camera is travelling East,CO,CO1000552
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W207-05-W.jpg&v=00608,1.6 mi E of Silverthorne Int,Traffic closest to camera is travelling West,CO,CO1000553
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W208-00-E.jpg&v=00608,2.4 E of Silverthorne - W of Lower RTR,Traffic furthest from camera is traveling East,CO,CO1000554
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W208-00-W.jpg&v=00608,2.4 E of Silverthorne - W of Lower RTR,Traffic closest to camera is traveling West,CO,CO1000555
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W208-90-E.jpg&v=00608,3.5 mi E of Silverthorne - Lower RTR,Traffic farthest from camera is traveling East,CO,CO1000556
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W208-90-W.jpg&v=00608,3.5 mi E of Silverthorne - Lower RTR,Traffic closest to camera is traveling West,CO,CO1000557
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E210-65-E.jpg&v=00608,2.9 mi W of EJMT-The Box,Traffic closest to camera is traveling East,CO,CO1000558
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E210-65-W.jpg&v=00608,2.9 mi W of EJMT-The Box,Traffic furthest from camera is traveling West,CO,CO1000559
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W211-85-E.jpg&v=00608,1.7 mi W of EJMT - Upper RTR,Traffic furthest from camera is traveling East,CO,CO1000560
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W211-85-W.jpg&v=00608,1.7 mi W of EJMT - Upper RTR,Traffic closest to camera is traveling West,CO,CO1000561
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E215-60-E.jpg&v=00608,0.3 mi E of EJMT,I-70 @ EJMT East Portal,CO,CO1000562
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E215-60-W.jpg&v=00608,0.3 mi E of EJMT,I-70 @ EJMT East Portal,CO,CO1000563
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W216-60-E.jpg&v=00608,0.4 mi E of US-6 Loveland Pass,Traffic in lanes closest to camera moving East,CO,CO1000564
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W216-60-W.jpg&v=00608,0.4 mi E of US-6 Loveland Pass,Traffic in lanes closest to camera moving East,CO,CO1000565
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W217-40-E.jpg&v=00608,1.0 mi W of Herman Gulch Rd,Traffic in lanes farthest from camera moving East,CO,CO1000566
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W217-40-W.jpg&v=00608,1.0 mi W of Herman Gulch Rd,Traffic in lanes closest to camera moving West,CO,CO1000567
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W219-70-E.jpg&v=00608,1.3 mi E of Herman Gulch Rd,Traffic in lanes closest to camera moving West,CO,CO1000568
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W219-70-W.jpg&v=00608,1.3 mi E of Herman Gulch Rd,Traffic in lanes closest to camera moving West,CO,CO1000569
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W220-45-E.jpg&v=00608,0.9 mi W of Bakerville Exit-CS,Traffic furthest from camera is travelling East,CO,CO1000570
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W220-45-W.jpg&v=00608,0.9 mi W of Bakerville Exit-CS,Traffic closest to camera is travelling West,CO,CO1000571
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E221-30-E.jpg&v=00608,Bakerville Int,Traffic in lanes closest to camera moving East,CO,CO1000572
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E221-30-W.jpg&v=00608,Bakerville Int,Traffic in lanes closest to camera moving East,CO,CO1000573
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W222-40-E.jpg&v=00608,1.2 mi E of Bakerville Exit,Traffic furthest from camera is travelling East,CO,CO1000574
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W222-40-W.jpg&v=00608,1.2 mi E of Bakerville Exit,Traffic closest to camera is travelling West,CO,CO1000575
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W223-20-E.jpg&v=00608,1.9 mi E of Bakerville Exit,Traffic closest to camera is moving East,CO,CO1000576
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W223-20-W.jpg&v=00608,1.9 mi E of Bakerville Exit,Traffic closest to camera is moving West,CO,CO1000577
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W223-35-E.jpg&v=00608,2.1 mi E of Bakervile Exit,Traffic furthest from camera is travelling East,CO,CO1000578
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W223-35-W.jpg&v=00608,2.1 mi E of Bakervile Exit,Traffic closest to camera is travelling West,CO,CO1000579
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W225-55-E.jpg&v=00608,0.2 mi W of Woodward St,Traffic in lanes closest in view traveling westbound on I-70,CO,CO1000580
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W225-55-W.jpg&v=00608,0.2 mi W of Woodward St,Traffic in lanes closest in view traveling westbound on I-70,CO,CO1000581
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W225-75-E.jpg&v=00608,Woodward St,Traffic in lanes closest in view traveling westbound on I-70,CO,CO1000582
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W225-75-W.jpg&v=00608,Woodward St,Traffic in lanes closest in view traveling westbound on I-70,CO,CO1000583
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E226-55-E.jpg&v=00608,0.9 mi E of Silver Plume Int,Traffic in lanes closest to camera moving East,CO,CO1000584
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E226-55-W.jpg&v=00608,0.9 mi E of Silver Plume Int,Traffic in lanes farthest from camera moving West,CO,CO1000585
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E227-00-E.jpg&v=00608,0.9 mi W of 15th St,Traffic closest to camera is travelling East,CO,CO1000586
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E227-00-W.jpg&v=00608,0.9 mi W of 15th St,Traffic furthest from camera is travelling West,CO,CO1000587
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W228-05-E.jpg&v=00608,0.1 mi E of 15th St,Traffic in lanes farthest from camera moving East,CO,CO1000588
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W228-05-W.jpg&v=00608,0.1 mi E of 15th St,Traffic in lanes closest to camera moving West,CO,CO1000589
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W228-55-E.jpg&v=00608,0.6 mi E of 15th St,Traffic in lanes closet in view traveling westbound on I-70,CO,CO1000590
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W228-55-W.jpg&v=00608,0.6 mi E of 15th St,Traffic in lanes closet in view traveling westbound on I-70,CO,CO1000591
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W228-85-E.jpg&v=00608,0.9mi E of 15th St,Traffic in lanes closest to camera moving West,CO,CO1000592
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W228-85-W.jpg&v=00608,0.9mi E of 15th St,Traffic in lanes closest to camera moving West,CO,CO1000593
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W229-60-E.jpg&v=00608,1.7 mi E of Georgetown Int,Traffic furthest from camera is travelling East,CO,CO1000594
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W229-60-W.jpg&v=00608,1.7 mi E of Georgetown Int,Traffic closest to camera is travelling West,CO,CO1000595
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E230-45-E.jpg&v=00608,1.4 mi W of US-40,Traffic on right is traveling East,CO,CO1000596
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E230-45-W.jpg&v=00608,1.4 mi W of US-40,Traffic on the right is traveling West,CO,CO1000597
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W231-25-E.jpg&v=00608,0.6 mi W of US-40,Traffic furthest from camera is traveling East,CO,CO1000598
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W231-25-W.jpg&v=00608,0.6 mi W of US-40,Traffic closet to camera is traveling West,CO,CO1000599
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E231-90-N.jpg&v=00608,US40,Traffic on the far left is traveling East,CO,CO1000600
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E231-90-E.jpg&v=00608,US40,Traffic closest to camera is traveling East,CO,CO1000601
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E231-90-W.jpg&v=00608,US40,Traffic furthest from camera is traveling West,CO,CO1000602
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E232-55-E.jpg&v=00608,0.7 mi E of US-40,Traffic in lanes on right moving East,CO,CO1000603
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E232-55-W.jpg&v=00608,0.7 mi E of US-40,Traffic in lanes on right moving West,CO,CO1000604
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W233-30-E.jpg&v=00608,0.2 mi E of CO-308 (Lawson),Traffic furthest from camera is traveling East,CO,CO1000605
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W233-30-W.jpg&v=00608,0.2 mi E of CO-308 (Lawson),Traffic closest to camera is traveling West,CO,CO1000606
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W234-20-E.jpg&v=00608,Mountain St. (Downieville),Traffic on the right is traveling East,CO,CO1000607
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W234-20-W.jpg&v=00608,Mountain St. (Downieville),Traffic on the right is traveling West,CO,CO1000608
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W235-00-E.jpg&v=00608,CO-312 (Dumont),Traffic furthest from camera is traveling East,CO,CO1000609
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W235-00-W.jpg&v=00608,CO-312 (Dumont),Traffic closest to camera is traveling West,CO,CO1000610
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W235-85-E.jpg&v=00608,0.8 mi E of Dumont Int,Traffic furthest from camera is traveling East,CO,CO1000611
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W235-85-W.jpg&v=00608,0.8 mi E of Dumont Int,Traffic closest to camera is traveling West,CO,CO1000612
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E236-55-E.jpg&v=00608,1.1 mi W of Fall River Rd,Traffic in lanes farthest from camera moving East,CO,CO1000613
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E236-55-W.jpg&v=00608,1.1 mi W of Fall River Rd,Traffic in lanes closest to camera moving West,CO,CO1000614
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E237-20-E.jpg&v=00608,0.4 mi W of Fall River Rd,Traffic closet to camera is traveling East,CO,CO1000615
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E237-20-W.jpg&v=00608,0.4 mi W of Fall River Rd,Traffic furthest from camera is traveling West,CO,CO1000616
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E237-65-E.jpg&v=00608,Fall River Rd,Traffic closest to camera is traveling East,CO,CO1000617
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E237-65-W.jpg&v=00608,Fall River Rd,Traffic closest to camera is traveling West,CO,CO1000618
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E238-80-E.jpg&v=00608,Stanley Rd - Idaho Springs,Traffic in lanes closest to camera moving East,CO,CO1000619
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E238-80-W.jpg&v=00608,Stanley Rd - Idaho Springs,Traffic in lanes farthest from camera moving West,CO,CO1000620
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E239-65-E.jpg&v=00608,CO-103,Traffic in lanes closest to camera moving East,CO,CO1000621
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E239-65-W.jpg&v=00608,CO-103,Traffic in lanes closest to camera moving East,CO,CO1000622
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W240-55-E.jpg&v=00608,0.5 mi W of E Exit,Traffic furthest from camera traveling East,CO,CO1000623
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W240-55-W.jpg&v=00608,0.5 mi W of E Exit,Traffic closest to camera traveling West,CO,CO1000624
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W241-05-E.jpg&v=00608,E Exit - Idaho Springs,Traffic in lanes closest to camera moving East,CO,CO1000625
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W241-05-W.jpg&v=00608,E Exit - Idaho Springs,Traffic in lanes farthest from camera moving West,CO,CO1000626
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E241-70-E.jpg&v=00608,0.6 mi W of VM Tnl,Traffic in lanes closest to camera moving East,CO,CO1000627
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E241-70-W.jpg&v=00608,0.6 mi W of VM Tnl,Traffic in lanes farthest from camera moving West,CO,CO1000628
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E242-00-E.jpg&v=00608,W Portal VM Tnl,Traffic in lanes closest to camera moving East,CO,CO1000629
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E242-00-W.jpg&v=00608,W Portal VM Tnl,Traffic in lanes farthest from camera moving West,CO,CO1000630
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W242-40-E.jpg&v=00608,E Portal VM Tnl,Traffic furthest from camera is moving East,CO,CO1000631
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W242-40-W.jpg&v=00608,E Portal VM Tnl,Traffic closest to camera is moving West,CO,CO1000632
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W242-80-E.jpg&v=00608,Central City Pkwy,Traffic in lanes closest to camera moving West,CO,CO1000633
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W242-80-W.jpg&v=00608,Central City Pkwy,Traffic in lanes farthest from camera moving East,CO,CO1000634
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W243-75-E.jpg&v=00608,0.5 mi W of US-6,Traffic in lanes farthest from camera moving East,CO,CO1000635
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W243-75-W.jpg&v=00608,0.5 mi W of US-6,Traffic in lanes closest to camera moving West,CO,CO1000636
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E244-35-E.jpg&v=00608,US-6/US-40 Int,Traffic in lanes farthest from camera moving West,CO,CO1000637
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E244-35-W.jpg&v=00608,US-6/US-40 Int,Traffic in lanes closest to camera moving East,CO,CO1000638
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W245-40-E.jpg&v=00608,1.2 mi E of US-6,Traffic in lanes farthest from camera moving East,CO,CO1000639
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W245-40-W.jpg&v=00608,1.2 mi E of US-6,Traffic in lanes closest to camera moving West,CO,CO1000640
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E246-35-E.jpg&v=00608,0.3 mi W of Beaver Brook W Int-Floyd Hill,Traffic in lanes closest to camera moving East,CO,CO1000641
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E246-35-W.jpg&v=00608,0.3 mi W of Beaver Brook W Int-Floyd Hill,Traffic in lanes farthest from camera moving West,CO,CO1000642
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E246-50-E.jpg&v=00608,Beaver Brook W Int,Traffic in lanes closest to camera moving East,CO,CO1000643
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E246-50-W.jpg&v=00608,Beaver Brook W Int,Traffic in lanes farthest from camera moving West,CO,CO1000644
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E247-60-E.jpg&v=00608,Beaver Brook Int - EB,Traffic in lanes closest to camera moving East,CO,CO1000645
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E247-60-W.jpg&v=00608,Beaver Brook Int - EB,Traffic in lanes farthest from camera moving West,CO,CO1000646
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile248East.jpg&v=00608,I-70  248.10 (LV),Traffic closest to camera is traveling East,CO,CO1000647
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile248West.jpg&v=00608,I-70  248.10 (LV),Traffic furthest from camera is traveling West,CO,CO1000648
https://i.cotrip.org/dimages/camera?imageURL=liveview/I70Mile248RoadSurface.jpg&v=00608,I-70  248.10 (LV),Road Condition,CO,CO1000649
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E249-05-E.jpg&v=00608,1.4 mi E of Beaver Brook E Int - EB,Traffic in lanes farthest from camera moving East,CO,CO1000650
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E249-05-W.jpg&v=00608,1.4 mi E of Beaver Brook E Int - EB,Traffic in lanes closest to camera moving West,CO,CO1000651
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W249-10-E.jpg&v=00608,1.4 mi E of Beaver Brook E Int - WB,Traffic in lanes closest to camera moving East,CO,CO1000652
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W249-10-W.jpg&v=00608,1.4 mi E of Beaver Brook E Int - WB,Traffic in lanes farthest from camera moving West,CO,CO1000653
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W250-10-E.jpg&v=00608,0.7 mi W of El Rancho Int,Traffic furthest from camera is travelling East,CO,CO1000654
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W250-10-W.jpg&v=00608,0.7 mi W of El Rancho Int,Traffic closest to camera is travelling West,CO,CO1000655
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E250-80-E.jpg&v=00608,El Rancho Int,Traffic in lanes farthest from camera moving East,CO,CO1000656
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E250-80-W.jpg&v=00608,El Rancho Int,Traffic in lanes closest to camera moving West,CO,CO1000657
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E251-70-E.jpg&v=00608,0.3 mi E of Evergreen Pkwy Int,Traffic closest to camera is travelling East,CO,CO1000658
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E251-70-W.jpg&v=00608,0.3 mi E of Evergreen Pkwy Int,Traffic furthest from camera is travelling West,CO,CO1000659
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W253-55-E.jpg&v=00608,Genesee Park Int,Traffic in lanes farthest from camera moving East,CO,CO1000660
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W253-55-W.jpg&v=00608,Genesee Park Int,Traffic in lanes closest to camera moving West,CO,CO1000661
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E253-95-E.jpg&v=00608,0.4 mi E of Genesee Park Int,Traffic closest to camera is travelling East,CO,CO1000662
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E253-95-W.jpg&v=00608,0.4 mi E of Genesee Park Int,Traffic furthest from camera is travelling West,CO,CO1000663
